,Name,Specialization,Highest degree,Experience,Fee,Wait_time,Number of Patients,Satisfaction_level,Location
1471,Dr. Shayan Ansari,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1472,Dr. Ali Akbar,ENT Specialist,MBBS,7.0,900.0,Under 15 Min,6.0,100,Karachi
1473,Dr. S.M. Hammad Raza,ENT Specialist,MBBS,17.0,2000.0,Under 15 Min,4930.0,99,Karachi
1474,Dr. Muhammad Paras Naseem,ENT Specialist,MBBS,8.0,1000.0,15 - 30 Min,89.0,94,Karachi
1475,Prof. Dr. Iqbal Hussain,ENT Specialist,MBBS,32.0,2500.0,Under 15 Min,765.0,99,Karachi
1476,Dr. Rajesh Vasandani,ENT Specialist,MBBS,14.0,700.0,15 - 30 Min,2702.0,97,Karachi
1477,Dr. Muhammad Shahid Faizani,ENT Specialist,MBBS,20.0,1000.0,Under 15 Min,213.0,100,Karachi
1478,Dr. Muhammad Moiz Ullah Khan,ENT Specialist,MBBS (Gold Medalist),8.0,1000.0,Under 15 Min,261.0,98,Karachi
1479,Dr. Zeeshan Ali Shaikh,ENT Specialist,MBBS,7.0,1500.0,Under 15 Min,210.0,99,Karachi
1480,Dr. Munazza Saeed,ENT Specialist,MBBS,15.0,1000.0,Under 15 Min,4482.0,99,Karachi
1481,Dr. Tanveer Shaikh,ENT Specialist,MBBS,40.0,3500.0,Under 15 Min,67.0,100,Karachi
1482,Prof. Dr. Kalimullah Thaheem,ENT Specialist,MBBS,45.0,3000.0,Under 15 Min,844.0,98,Karachi
1483,Dr. M. Jamil Memon,ENT Specialist,MBBS,30.0,2500.0,Under 15 Min,360.0,98,Karachi
1484,Dr. Danish Ur Rahim,ENT Specialist,MBBS,15.0,700.0,15 - 30 Min,66.0,97,Karachi
1485,Dr. Amna Bukhari,ENT Specialist,MBBS,10.0,1100.0,Under 15 Min,14.0,100,Karachi
1486,Dr. Muhammad Tariq Alvi,ENT Specialist,MBBSM.C.P.S (Oto Rhino Laryngology),20.0,2000.0,Under 15 Min,16.0,91,Karachi
1487,Dr. Mehfooz Ur Rehman,ENT Specialist,MBBS,20.0,1500.0,Under 15 Min,77.0,94,Karachi
1488,Dr. Talha Ahmed Qureshi,ENT Specialist,MBBS,10.0,2500.0,Under 15 Min,395.0,99,Karachi
1489,Dr. Muhammad Faheem Bhatti,ENT Specialist,MBBS,30.0,1300.0,Under 15 Min,266.0,99,Karachi
1490,Prof. Dr. Sohail Abdul Malik,ENT Specialist,MBBS,35.0,2000.0,Under 15 Min,122.0,97,Karachi
1491,Dr. Noor A. Shaikh,ENT Specialist,MBBS,34.0,3000.0,Under 15 Min,713.0,98,Karachi
1492,Dr. Zubair Anwar Baloch,ENT Specialist,MBBS,21.0,1000.0,15 - 30 Min,7.0,100,Karachi
1493,Dr. Suneel Kumar,ENT Specialist,MBBS,24.0,500.0,15 - 30 Min,34.0,92,Karachi
1494,Dr. Salman Matiullah,ENT Specialist,MBBS,32.0,1500.0,Under 15 Min,169.0,98,Karachi
1495,Dr. Syed Azhar Ali,ENT Specialist,MBBS,20.0,1500.0,Under 15 Min,289.0,99,Karachi
1496,Dr. Madeeha Sharif,ENT Specialist,MBBS,6.0,1000.0,15 - 30 Min,23.0,100,Karachi
1497,Dr. Tahir Ghulam Abbas,ENT Specialist,MBBS,5.0,1000.0,15 - 30 Min,5.0,100,Karachi
1498,Dr. Vijay Kumar,ENT Specialist,MBBS,10.0,800.0,15 - 30 Min,22.0,100,Karachi
1499,Dr. Abdul Hameed Shaikh,ENT Specialist,MBBS,32.0,2000.0,Under 15 Min,98.0,97,Karachi
1500,Dr. Furqan Mirza,ENT Specialist,MBBS,10.0,1500.0,Under 15 Min,198.0,99,Karachi
1501,Dr. Zafar Mahmood,ENT Specialist,MBBS,18.0,2500.0,Under 15 Min,2409.0,99,Karachi
1502,Dr. Hasan Abbas,ENT Specialist,MBBS,8.0,1000.0,15 - 30 Min,169.0,98,Karachi
1503,Dr. Abdul Waheed,ENT Specialist,MBBS,15.0,1800.0,Under 15 Min,121.0,97,Karachi
1504,Dr. Shafqat Ali Shaikh,ENT Specialist,MBBS,12.0,900.0,15 - 30 Min,4.0,100,Karachi
1505,Assist. Prof. Dr. Salman Ahmed,ENT Specialist,MBBS,5.0,1500.0,15 - 30 Min,191.0,95,Karachi
1506,Dr. Aftab Ahmed Memon,ENT Specialist,MBBS,38.0,5000.0,Under 15 Min,596.0,99,Karachi
1507,Dr. Sohail Tirmizi,ENT Specialist,MBBS,20.0,1000.0,Under 15 Min,318.0,98,Karachi
1508,Dr. Ayoub Musani,ENT Specialist,MBBS,31.0,1300.0,Under 15 Min,16.0,100,Karachi
1509,Dr. Shamaila Nawaz Khan,ENT Specialist,MBBS,14.0,1000.0,15 - 30 Min,127.0,92,Karachi
1510,Dr. Taj Mohammad Shaikh,ENT Specialist,MBBS,30.0,1500.0,Under 15 Min,265.0,91,Karachi
1511,Dr. Riaz Ahmed Shahid,ENT Specialist,MBBS,28.0,1500.0,15 - 30 Min,34.0,100,Karachi
1512,Dr. Syed Munawar Ali,ENT Specialist,MBBS,20.0,1000.0,Under 15 Min,196.0,99,Karachi
1513,Dr. Badar Ul Kalam,ENT Specialist,MBBS,38.0,1000.0,15 - 30 Min,31.0,94,Karachi
1514,Dr. Ashok Kumar Raheja,ENT Specialist,MBBS,14.0,1500.0,Under 15 Min,178.0,99,Karachi
1515,Dr. Maisam Abbas Shiraz,ENT Specialist,MBBS,16.0,1100.0,15 - 30 Min,147.0,99,Karachi
1516,Dr. Hurtamina Khan,ENT Specialist,MBBS,13.0,2000.0,Under 15 Min,25.0,100,Karachi
1517,Dr. Muntazir Hussain,ENT Specialist,MBBS,8.0,1150.0,15 - 30 Min,152.0,99,Karachi
1518,Dr. Qazi Muhammad Tariq,ENT Specialist,MBBS,25.0,1500.0,Under 15 Min,51.0,100,Karachi
1519,Dr. Muhammad Akram,ENT Specialist,MBBS,28.0,1500.0,Under 15 Min,424.0,98,Karachi
1520,Dr. Hanif Jan,ENT Specialist,MBBS,34.0,1000.0,Under 15 Min,228.0,98,Karachi
1521,Dr. Maria Mahmood,ENT Specialist,MBBS,5.0,1000.0,Under 15 Min,25.0,96,Karachi
1522,Dr. Tarique Zahid Khan,ENT Specialist,MBBS,26.0,1000.0,15 - 30 Min,161.0,98,Karachi
1523,Dr. Saifullah Mir,ENT Specialist,MBBS,10.0,1000.0,15 - 30 Min,186.0,96,Karachi
1524,Dr. Mukhtar Singapuri,ENT Specialist,MBBS,29.0,1000.0,Under 15 Min,143.0,99,Karachi
1525,Dr. Shaheen Malik,ENT Specialist,MBBS,38.0,1000.0,Under 15 Min,14.0,100,Karachi
1526,Dr. Shoukat Malik,ENT Specialist,MBBS,38.0,1000.0,15 - 30 Min,85.0,95,Karachi
1527,Dr. Saeed Ahmed,ENT Specialist,MBBS (DOW),20.0,1000.0,Under 15 Min,41.0,100,Karachi
1528,Dr. Naseer Ahmad,ENT Specialist,MBBS,12.0,1000.0,Under 15 Min,168.0,98,Karachi
1529,Dr. Altaf Hussain,ENT Specialist,MBBS,28.0,1000.0,15 - 30 Min,10.0,60,Karachi
1530,Prof. Dr. Syed Mosaddaque Iqbal,ENT Specialist,MBBS,28.0,1000.0,Under 15 Min,592.0,99,Karachi
1531,Dr. Qazi Faraz,ENT Specialist,MBBS,7.0,1000.0,Under 15 Min,12.0,100,Karachi
1532,Dr. Munawer Ali Katri,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Karachi
1533,Dr. Muhammad Razzaq Dogar,ENT Specialist,MBBS,24.0,1000.0,Under 15 Min,8.0,100,Karachi
1534,Dr. Taj Muhammad,ENT Specialist,MBBS,32.0,1000.0,Under 15 Min,33.0,94,Karachi
1535,Dr. Atif Hafeez Siddiqui,ENT Specialist,MBBS,35.0,1000.0,Under 15 Min,182.0,98,Karachi
1536,Dr. Fasiullah Mir,ENT Specialist,MBBS,31.0,1000.0,Under 15 Min,88.0,93,Karachi
1537,Dr. Sheikh Sajjad Ali,ENT Specialist,MBBS,11.0,1000.0,Under 15 Min,19.0,100,Karachi
1538,Dr. M. Akbar Arain,ENT Specialist,MBBS,30.0,1000.0,Under 15 Min,16.0,100,Karachi
1539,Dr. Irfan Ahmed,ENT Specialist,MBBS,14.0,1000.0,Under 15 Min,141.0,98,Karachi
1540,Dr. Yaseen,ENT Specialist,MBBS,15.0,1000.0,30 - 45 Min,8.0,60,Karachi
1541,Dr. Nand Laal,ENT Specialist,MBBS,35.0,1000.0,15 - 30 Min,78.0,99,Karachi
1542,Dr. Najeeb Abdul Razzak,ENT Specialist,MBBS,30.0,1000.0,Under 15 Min,10.0,100,Karachi
1543,Dr. S. A. Qureshi,ENT Specialist,MBBS,45.0,1000.0,Under 15 Min,509.0,97,Karachi
1544,Dr. Afzal Akram,ENT Specialist,MBBS,30.0,1000.0,Under 15 Min,19.0,100,Karachi
1545,Dr. S. Wadood Ul Hasnain,ENT Specialist,MBBS,27.0,1000.0,Under 15 Min,214.0,100,Karachi
1546,Dr. Muhammad Asim,ENT Specialist,MBBS,19.0,1000.0,Under 15 Min,1.0,100,Karachi
1547,Dr. Ismail Rasheed,ENT Specialist,MBBS,12.0,1000.0,Under 15 Min,5.0,100,Karachi
1548,Dr. Faheem Ahmed Khan,ENT Specialist,MBBS,21.0,1000.0,Under 15 Min,13.0,100,Karachi
1549,Dr. Munir Shaikh,ENT Specialist,MBBS,30.0,1000.0,Under 15 Min,52.0,96,Karachi
1550,Dr. Qaisar Sajjad,ENT Specialist,MBBS,35.0,1000.0,Under 15 Min,361.0,98,Karachi
1551,Dr. Muhammad Jamil Bhojani,ENT Specialist,MBBS,36.0,1000.0,Under 15 Min,11.0,100,Karachi
1552,Assoc. Prof. Dr. Salman Baig,ENT Specialist,MBBS,25.0,1000.0,Under 15 Min,265.0,97,Karachi
1553,Dr. Itrat Jawed,ENT Specialist,MBBS,25.0,1000.0,15 - 30 Min,596.0,97,Karachi
1554,Dr. Altaf Hussain,ENT Specialist,MBBS,19.0,1000.0,Under 15 Min,155.0,99,Karachi
1555,Dr. Imtiaz Ather Siddiqui,ENT Specialist,MBBS,39.0,1000.0,15 - 30 Min,38.0,100,Karachi
1556,Dr. Zafar Farooqui,ENT Specialist,MBBS,14.0,1000.0,15 - 30 Min,93.0,98,Karachi
1557,Dr. Shanila Feroz,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,32.0,100,Karachi
1558,Dr. Uzma Tanveer,ENT Specialist,MBBS,8.0,1000.0,Under 15 Min,60.0,96,Karachi
1559,Dr. Khursheed Alam,ENT Specialist,MBBS,18.0,1000.0,Under 15 Min,26.0,95,Karachi
1560,Lt. Col (R). Dr. Tariq Zia Siddiqi,ENT Specialist,MBBS,20.0,1000.0,Under 15 Min,2.0,100,Karachi
1561,Dr. Shamim Ahmed,ENT Specialist,MBBS,20.0,1000.0,15 - 30 Min,596.0,100,Karachi
1562,Dr. Naveen Shahid,ENT Specialist,MBBS,20.0,1000.0,15 - 30 Min,596.0,100,Karachi
1563,Prof. Dr. Syed Hassan Abid,ENT Specialist,MBBS,20.0,1000.0,15 - 30 Min,596.0,100,Karachi
1564,Lt. Col. Dr. Abdul Qayyum Ghauri,ENT Specialist,MBBS,20.0,1000.0,15 - 30 Min,596.0,100,Karachi
1565,Dr. Ahmed Nawaz,ENT Specialist,MBBS,20.0,1000.0,15 - 30 Min,596.0,100,Karachi
1566,Dr. Abdul Haleem,Psychiatrist,MBBS,10.0,2500.0,Under 15 Min,655.0,98,Lahore
1567,Assist. Prof. Dr. Muhammad Shoaib Zafar,Psychiatrist,MBBS,15.0,6000.0,15 - 30 Min,271.0,100,Lahore
1568,Dr. Syed Muhammad Omer,Psychiatrist,MBBS,16.0,3000.0,Under 15 Min,228.0,100,Lahore
1569,Dr. Muhammad Haris Burki,Psychiatrist,MBBS,24.0,2500.0,15 - 30 Min,2024.0,95,Lahore
1570,Dr. Imran T. Hashmi,Psychiatrist,MBBS,40.0,3000.0,15 - 30 Min,311.0,99,Lahore
1571,Dr. Fatima Saleem,Psychiatrist,MBBS,13.0,3000.0,Under 15 Min,98.0,96,Lahore
1572,Dr. Sibtain Junaid Hanif,Psychiatrist,MBBS,6.0,3000.0,Under 15 Min,126.0,97,Lahore
1573,Dr. Aafia Malik,Psychiatrist,BSc,10.0,5000.0,Under 15 Min,1018.0,98,Lahore
1574,Prof. Brig (R). Dr. Shahid Rashid,Psychiatrist,MBBS,25.0,3000.0,Under 15 Min,518.0,98,Lahore
1575,Assist. Prof. Ayaz M. Khan,Psychiatrist,MBBS,12.0,2000.0,15 - 30 Min,87.0,99,Lahore
1576,Assist. Prof. Dr. Syed Zahid Qutab,Psychiatrist,MBBS,10.0,2500.0,15 - 30 Min,554.0,99,Lahore
1577,Dr. Maahin Rizwan,Psychiatrist,MBBS,7.0,3000.0,Under 15 Min,44.0,100,Lahore
1578,Dr. Syed Ahmed Mahmud,Psychiatrist,MBBS,16.0,2500.0,Under 15 Min,129.0,97,Lahore
1579,Dr. Muhammad Imran Afzal,Psychiatrist,MBBS,30.0,4000.0,Under 15 Min,597.0,99,Lahore
1580,Dr. Tahir Iqbal,Psychiatrist,MBBS,8.0,3000.0,Under 15 Min,13.0,100,Lahore
1581,Assist. Prof. Dr. Ali Anjum,Psychiatrist,MBBS,12.0,1000.0,Under 15 Min,738.0,99,Lahore
1582,Assoc. Prof. Dr. Nauman Mazhar,Psychiatrist,MBBS,17.0,2500.0,15 - 30 Min,695.0,98,Lahore
1583,Dr. Rana Nasir Ali Khan,Psychiatrist,MBBS,12.0,3000.0,Under 15 Min,251.0,100,Lahore
1584,Dr. Nusrat Habib Rana,Psychiatrist,MD (China),38.0,1000.0,Under 15 Min,412.0,97,Lahore
1585,Dr. Nadia Haroon,Psychiatrist,MBBS,12.0,1000.0,Under 15 Min,8.0,100,Lahore
1586,Dr. Nadeem Akhtar,Psychiatrist,MBBS,25.0,2500.0,15 - 30 Min,1526.0,97,Lahore
1587,Dr. Aneel Shafi,Psychiatrist,MBBS,7.0,2500.0,Under 15 Min,820.0,99,Lahore
1588,Dr. Huma Aslam,Psychiatrist,MBBS,15.0,4000.0,Under 15 Min,781.0,99,Lahore
1589,Prof. Dr. Khalid Umar Gill,Psychiatrist,MBBS,30.0,1000.0,15 - 30 Min,85.0,95,Lahore
1590,Dr. Fatima Bukharie,Psychiatrist,MBBS,9.0,2000.0,Under 15 Min,31.0,100,Lahore
1591,Dr. Roop Kiran,Psychiatrist,MBBS,8.0,2500.0,15 - 30 Min,36.0,94,Lahore
1592,Dr. Naseem Mahmood Chaudhary,Psychiatrist,MBBS,36.0,3000.0,Under 15 Min,81.0,100,Lahore
1593,Assist. Prof. Dr. Noman Ahmed,Psychiatrist,MBBS,10.0,2000.0,Under 15 Min,598.0,99,Lahore
1594,Dr. Mehvish Sarwar,Psychiatrist,MBBS,6.0,2500.0,Under 15 Min,111.0,100,Lahore
1595,Dr. Nisar Hussain,Psychiatrist,MBBS,6.0,2500.0,15 - 30 Min,10.0,100,Lahore
1596,Assist. Prof. Lt. Col. Zarrar Akbar Chaudhry,Psychiatrist,MBBS,23.0,3500.0,Under 15 Min,235.0,99,Lahore
1597,Dr. Mariam Iftikhar,Psychiatrist,MBBS,10.0,1000.0,15 - 30 Min,81.0,99,Lahore
1598,Dr. Nyla Shafiq Chaudhry,Psychiatrist,MBBS,24.0,3000.0,Under 15 Min,439.0,92,Lahore
1599,Prof. Dr. Ayesha Rasheed,Psychiatrist,MBBS,22.0,3000.0,15 - 30 Min,687.0,97,Lahore
1600,Dr. Kanza Hamid,Psychiatrist,MBBS,5.0,1500.0,Under 15 Min,50.0,95,Lahore
1601,Dr. Shafqat Huma,Psychiatrist,MBBS,15.0,3000.0,Under 15 Min,25.0,100,Lahore
1602,Dr. Hafiz Imtiaz Afzal,Psychiatrist,MBBS,8.0,2000.0,Under 15 Min,18.0,93,Lahore
1603,Dr. Ijaz Ahmed Warraich,Psychiatrist,MBBS,20.0,1000.0,15 - 30 Min,59.0,97,Lahore
1604,Dr. Raees Ahmed,Psychiatrist,MBBS,12.0,3000.0,Under 15 Min,46.0,100,Lahore
1605,Dr. Zahid Imran,Psychiatrist,MBBS,40.0,5000.0,Under 15 Min,8.0,100,Lahore
1606,Assist. Prof. Dr. Rizwan Farooq,Psychiatrist,MBBS (Pb),9.0,1000.0,Under 15 Min,10.0,100,Lahore
1607,Dr. Parvaiz Ahmad,Psychiatrist,MBBS,40.0,1000.0,Under 15 Min,160.0,98,Lahore
1608,Dr. Junaid Rasool,Psychiatrist,MBBS,8.0,3500.0,Under 15 Min,336.0,99,Lahore
1609,Dr. Raheel Aziz,Psychiatrist,MBBS,25.0,5000.0,15 - 30 Min,5.0,100,Lahore
1610,Dr. Muhammad Zubair Tabish,Psychiatrist,MBBS,4.0,3000.0,Under 15 Min,6.0,100,Lahore
1611,Dr. Fur Haider,Psychiatrist,MBBS,5.0,3000.0,Under 15 Min,12.0,100,Lahore
1612,Dr. Imran Sharif,Psychiatrist,MBBS,11.0,1000.0,Under 15 Min,468.0,98,Lahore
1613,Dr. Irum Aamer,Psychiatrist,MBBS,3.0,1000.0,Under 15 Min,11.0,100,Lahore
1614,Dr. Saima Batool,Psychiatrist,MBBS,12.0,1000.0,Under 15 Min,69.0,98,Lahore
1615,Dr. Riaz Ahmed,Psychiatrist,MBBS,22.0,1000.0,Under 15 Min,68.0,96,Lahore
1616,Dr. Noman Amjad,Psychiatrist,MBBS,10.0,1000.0,Under 15 Min,243.0,98,Lahore
1617,Dr. Sheheryar Jovindah,Psychiatrist,MBBS,26.0,1000.0,15 - 30 Min,197.0,97,Lahore
1618,Asst. Prof. Dr. M. A. Awab Sarwar,Psychiatrist,MBBS,11.0,1000.0,Under 15 Min,110.0,98,Lahore
1619,Dr. Syed Faraz Zafar,Psychiatrist,MBBS,9.0,1000.0,Under 15 Min,157.0,99,Lahore
1620,Assist. Prof. Dr. Aysha Butt,Psychiatrist,MBBS,14.0,1000.0,Under 15 Min,148.0,98,Lahore
1621,Dr. Saqib Bajwa,Psychiatrist,MBBS,15.0,1000.0,15 - 30 Min,39.0,100,Lahore
1622,Dr. Abad Ahmad,Psychiatrist,MBBS,30.0,1000.0,Under 15 Min,13.0,100,Lahore
1623,Dr. Aisha Chaudhry,Psychiatrist,MBBS,8.0,1000.0,Under 15 Min,7.0,75,Lahore
1624,Dr. Javaid Sultan,Psychiatrist,MBBS,8.0,1000.0,15 - 30 Min,596.0,75,Lahore
1625,Prof. Dr. Muhammad Ismail Tariq,Psychiatrist,MBBS,25.0,1000.0,Under 15 Min,219.0,98,Lahore
1626,Dr. Rubina Aslam,Psychiatrist,MBBS,16.0,1000.0,Under 15 Min,14.0,100,Lahore
1627,Dr. Ahmad Rehan Khan,Psychiatrist,MBBS,5.0,1000.0,Under 15 Min,4.0,100,Lahore
1628,Dr. S. Aisha Zaheer,Psychiatrist,MBBS,13.0,1000.0,30 - 45 Min,10.0,100,Lahore
1629,Prof. Dr. Javaid Akhtar,Psychiatrist,MBBS,22.0,3000.0,Under 15 Min,13.0,100,Islamabad
1630,Assist. Prof. Dr. Hafiz Sultan Muhammad,Psychiatrist,MBBS,13.0,2500.0,Under 15 Min,496.0,99,Islamabad
1631,Prof. Lt. Col. (R) Dr. Nadeem Ahmed Bajwa,Psychiatrist,MBBS,25.0,2500.0,15 - 30 Min,5730.0,97,Islamabad
1632,Dr. Mushayyada A Nisar,Psychiatrist,MBBS,12.0,3000.0,15 - 30 Min,49.0,100,Islamabad
1633,Dr. Momina Asfandiyar,Psychiatrist,MBBS,11.0,3000.0,Under 15 Min,2991.0,98,Islamabad
1634,Dr. Seniya Akhtar,Psychiatrist,MBBS,40.0,3000.0,15 - 30 Min,14.0,100,Islamabad
1635,Assist. Prof. Dr. Ibad Ul Haq,Psychiatrist,MBBS,10.0,2500.0,Under 15 Min,783.0,99,Islamabad
1636,Dr. Sahar Gul,Psychiatrist,MBBS,8.0,3000.0,Under 15 Min,185.0,100,Islamabad
1637,Assist Prof. Dr. Shafqat Ullah,Psychiatrist,MBBS,9.0,2500.0,15 - 30 Min,4.0,100,Islamabad
1638,Dr. Ammad Hassan,Psychiatrist,MBBS,11.0,7000.0,Under 15 Min,170.0,100,Islamabad
1639,Dr. Muhammad Azeem Rao,Psychiatrist,MBBS,18.0,4000.0,Under 15 Min,80.0,100,Islamabad
1640,Dr. M. Iqbal,Psychiatrist,MBBS,10.0,1500.0,Under 15 Min,419.0,99,Islamabad
1641,Dr. Tabassum Alvi,Psychiatrist,MBBS,10.0,5000.0,15 - 30 Min,596.0,99,Islamabad
1642,Dr. Ghulam Murtaza,Psychiatrist,MBBS,10.0,2000.0,Under 15 Min,14.0,100,Islamabad
1643,Dr. Anwar Ul Haq,Psychiatrist,B.Sc,35.0,2000.0,Under 15 Min,78.0,100,Islamabad
1644,Dr. Aasma Kiyani,Psychiatrist,MBBS,15.0,1000.0,Under 15 Min,166.0,96,Islamabad
1645,Dr. Shahid Ali Khan,Psychiatrist,MBBS,19.0,1000.0,Under 15 Min,3.0,100,Islamabad
1646,Dr. Rabbia Mushtaq,Psychiatrist,MBBS,10.0,1000.0,15 - 30 Min,21.0,100,Islamabad
1647,Assist. Prof. Dr. Abdul Hamid Choudary,Psychiatrist,MBBS,40.0,1000.0,Under 15 Min,86.0,100,Islamabad
1648,Dr. Shahid Akhtar Khan Yousafzai,Psychiatrist,MBBS,36.0,1000.0,Under 15 Min,55.0,100,Islamabad
1649,Dr. Aliya Khalid,Psychiatrist,MBBS,15.0,1000.0,Under 15 Min,13.0,87,Islamabad
1650,Assist. Prof. Dr. Azhar Ali,Psychiatrist,MBBS,10.0,1000.0,Under 15 Min,28.0,95,Islamabad
1651,Dr. Beena Mamoon,Psychiatrist,MBBS,16.0,1000.0,15 - 30 Min,151.0,95,Islamabad
1652,Dr. Asad Tamizuddin Nizami,Psychiatrist,MBBS,27.0,1000.0,Under 15 Min,2.0,100,Islamabad
1653,Dr. Asif Kamal Marwat,Psychiatrist,MBBS,12.0,1000.0,Under 15 Min,39.0,100,Islamabad
1654,Dr. Abdul Wahab Yousafzai,Psychiatrist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1655,Dr. M. Habib,Psychiatrist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1656,Brig. (R) Dr. Mohammad Younus Khan,Psychiatrist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1657,Prof. Dr. Rizwan Taj,Psychiatrist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1658,Dr. Sabahat Hameed,Psychiatrist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1659,Dr. Saira Bibi,Psychiatrist,MSC CLINICAL PHYCOLOGY (PAK),12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1660,Dr. Abdul Ghayoor Khan,Psychiatrist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1661,Dr. Majour Ubaid,Psychiatrist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1662,Dr. Nazo Wazir Jogezai,Psychiatrist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1663,Dr. Salman Kazim,Psychiatrist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1664,Dr. Mansoor Mustafa,Psychiatrist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1665,Dr. Sarmad Ayub,Psychiatrist,M.D.,12.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1666,Dr. Zeenatullah,Psychiatrist,MBBS,20.0,1500.0,Under 15 Min,96.0,96,Karachi
1667,Assist. Prof. Dr. Muhammad Ilyas Jat,Psychiatrist,MBBS,10.0,2500.0,Under 15 Min,187.0,96,Karachi
1668,Dr. Ahmer Mairaj,Psychiatrist,MBBS,10.0,2000.0,Under 15 Min,478.0,98,Karachi
1669,Dr. Azaan Abdullah Qureshi,Psychiatrist,MBBS,9.0,1000.0,15 - 30 Min,2434.0,97,Karachi
1670,Dr. Monica Devi Kohli,Psychiatrist,MBBS,5.0,2500.0,15 - 30 Min,193.0,98,Karachi
1671,Dr. Syed Saad Masood,Psychiatrist,MBBS,15.0,3000.0,15 - 30 Min,4.0,100,Karachi
1672,Assist. Prof. Dr. Anil Kumar Wadhwani,Psychiatrist,MBBS,11.0,4000.0,15 - 30 Min,2444.0,98,Karachi
1673,Dr. Sanam Sohaib,Psychiatrist,MBBS,13.0,800.0,Under 15 Min,42.0,100,Karachi
1674,Assoc. Prof. Dr. Aneel Kumar Keswani,Psychiatrist,MBBS,10.0,2500.0,Under 15 Min,1244.0,98,Karachi
1675,Dr. Susheel Kumar,Psychiatrist,MBBS,15.0,2000.0,15 - 30 Min,13.0,100,Karachi
1676,Dr. Rabia Monir,Psychiatrist,MBBS,6.0,2000.0,15 - 30 Min,186.0,98,Karachi
1677,Dr. Muhammad Zain Yousuf,Psychiatrist,MBBS,10.0,2000.0,15 - 30 Min,131.0,99,Karachi
1678,Dr. Kheenpal Das,Psychiatrist,MBBS,10.0,3000.0,Under 15 Min,94.0,100,Karachi
1679,Asst. Prof. Dr. Shah Kamal Hashmi,Psychiatrist,MBBS,15.0,2500.0,Under 15 Min,53.0,95,Karachi
1680,Dr. Ajmal Mughal,Psychiatrist,MBBS,30.0,4000.0,15 - 30 Min,25.0,100,Karachi
1681,Dr. Hannah Pasha Memon,Psychiatrist,MBBS,11.0,5000.0,15 - 30 Min,61.0,100,Karachi
1682,Dr. Iqbal Khemane,Psychiatrist,MBBS,25.0,2500.0,Under 15 Min,730.0,97,Karachi
1683,Dr. Ravi Kumar,Psychiatrist,MBBS,10.0,1800.0,Under 15 Min,591.0,99,Karachi
1684,Dr. Ameet Kumar H. Talreja,Psychiatrist,MBBS,9.0,3000.0,Under 15 Min,387.0,98,Karachi
1685,Dr. Syed Azhar Ali,Psychiatrist,MBBS,41.0,1000.0,Under 15 Min,133.0,96,Karachi
1686,Dr. Mukesh Ambwani,Psychiatrist,MBBS,13.0,3000.0,15 - 30 Min,76.0,100,Karachi
1687,Prof. Dr. Muhammad Siddiq,Psychiatrist,MBBS,35.0,2000.0,Under 15 Min,179.0,99,Karachi
1688,Dr. Najmi Chugtai,Psychiatrist,MBBS,30.0,1000.0,15 - 30 Min,491.0,95,Karachi
1689,Assoc. Prof. Dr. Washdev Amar,Psychiatrist,MBBS,13.0,2500.0,Under 15 Min,326.0,99,Karachi
1690,Dr. Fizza Yasmeen,Psychiatrist,MBBS,30.0,3000.0,Under 15 Min,136.0,99,Karachi
1691,Dr. Aslam Pervez,Psychiatrist,MBBS,32.0,1200.0,Under 15 Min,62.0,100,Karachi
1692,Dr. Tabassum Alvi,Psychiatrist,MBBS,32.0,5000.0,15 - 30 Min,596.0,100,Karachi
1693,Dr. Irsa Hyder Shaikh,Psychiatrist,MBBS,6.0,1500.0,Under 15 Min,496.0,96,Karachi
1694,Dr. Syed Imamuddin,Psychiatrist,MBBS,35.0,1400.0,15 - 30 Min,24.0,88,Karachi
1695,Dr. Anand Kumar,Psychiatrist,MBBS,35.0,1500.0,15 - 30 Min,596.0,88,Karachi
1696,Dr. Dost Muhammad,Psychiatrist,MBBS,7.0,1000.0,Under 15 Min,28.0,90,Karachi
1697,Dr. Heera Lal Lohano,Psychiatrist,MBBS,16.0,2500.0,Under 15 Min,21.0,100,Karachi
1698,Dr. Zoobia Ramzan,Psychiatrist,MBBS,14.0,1500.0,15 - 30 Min,72.0,98,Karachi
